collective,num_nodes,num_gpus,size_bytes,algo,proto,nchannels,requested_algo,requested_proto,substituted,time_ip_us,busbw_ip,time_oop_us,busbw_oop,n_repeats,spread_pct,count,data_type,redop,algbw_ip,algbw_oop,errors_ip,errors_oop
all_reduce_perf,1,8,4194304,RING,SIMPLE,56,,,0,21.34,119.63,6.71,119.26,3,16.07310215557638,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,1,TREE,LL,0,17.35,2.34,5.75,2.33,3,19.135446685878975,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,2,TREE,LL,0,19.5,4.46,5.82,4.43,3,46.153846153846146,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,4,TREE,LL,0,11.84,8.21,5.99,8.25,3,101.43581081081084,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,8,TREE,LL,0,19.86,15.97,6.01,16.02,3,10.725075528700902,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,16,TREE,LL,0,17.19,29.95,6.08,30.16,3,17.56835369400814,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,24,TREE,LL,0,13.15,42.03,6.33,42.4,3,101.06463878326997,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,32,TREE,LL,0,16.53,53.02,6.72,53.36,3,48.33635813672112,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,40,TREE,LL,0,16.94,61.44,6.96,62.17,3,16.646989374262102,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,48,TREE,LL,0,19.43,69.87,7.07,70.94,3,67.78178075141533,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,4194304,TREE,LL,56,TREE,LL,0,19.56,77.31,6.78,78.47,3,72.44376278118611,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,1,RING,LL,0,11.21,2.83,5.84,2.81,3,102.40856378233718,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,2,RING,LL,0,20.5,4.95,5.87,4.85,3,17.902439024390233,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,4,RING,LL,0,18.91,9.29,5.99,9.32,3,15.230037017451078,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,8,RING,LL,0,21.35,18.24,5.88,18.42,3,24.777517564402803,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,16,RING,LL,0,22.38,34.96,6.0,36.22,3,59.42806076854335,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,24,RING,LL,0,18.55,49.42,6.14,51.26,3,29.00269541778977,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,32,RING,LL,0,18.75,65.68,6.28,69.34,3,9.973333333333338,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,40,RING,LL,0,11.82,80.12,6.49,81.59,3,51.01522842639593,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,48,RING,LL,0,16.33,88.28,6.49,93.13,3,13.594611145131665,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,LL,56,RING,LL,0,13.91,94.71,7.11,99.93,3,81.02084831056793,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,1,RING,SIMPLE,0,19.8,12.25,6.19,12.04,3,63.68686868686869,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,2,RING,SIMPLE,0,19.92,21.82,5.77,22.17,3,7.42971887550201,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,4,RING,SIMPLE,0,12.26,39.01,5.79,39.42,3,70.06525285481241,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,8,RING,SIMPLE,0,17.32,66.78,6.03,69.36,3,25.0,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,16,RING,SIMPLE,0,17.38,107.15,6.1,116.26,3,21.173762945914852,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,24,RING,SIMPLE,0,19.96,124.78,6.16,138.16,3,7.6152304609218415,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,32,RING,SIMPLE,0,20.68,146.81,6.33,166.0,3,20.06769825918763,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,40,RING,SIMPLE,0,15.49,153.26,6.42,171.78,3,61.65267914783732,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,48,RING,SIMPLE,0,9.51,166.23,6.61,183.88,3,123.13354363827548,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,56,RING,SIMPLE,0,19.2,161.97,6.69,185.63,3,37.96874999999999,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,RING,SIMPLE,56,,,0,18.67,164.83,6.73,184.4,3,48.527048741296205,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,1,TREE,LL,0,16.66,2.36,5.79,2.35,3,21.78871548619447,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,2,TREE,LL,0,20.3,4.49,5.79,4.46,3,53.44827586206896,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,4,TREE,LL,0,18.08,8.29,5.77,8.39,3,57.41150442477877,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,8,TREE,LL,0,15.28,16.06,5.86,16.44,3,42.86649214659686,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,16,TREE,LL,0,16.54,30.82,6.1,31.86,3,15.719467956469163,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,24,TREE,LL,0,16.12,44.41,6.34,45.84,3,63.83374689826302,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,32,TREE,LL,0,17.81,56.11,6.54,58.76,3,26.95115103874229,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,40,TREE,LL,0,14.39,67.87,7.23,70.6,3,43.50243224461431,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,48,TREE,LL,0,18.94,76.29,7.06,81.62,3,59.97888067581837,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,8388608,TREE,LL,56,TREE,LL,0,25.05,81.47,6.58,91.38,3,25.4690618762475,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,1,RING,LL,0,5.78,2.85,5.72,2.83,3,2.768166089965385,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,2,RING,LL,0,5.78,4.96,5.77,4.83,3,5.190311418685118,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,4,RING,LL,0,5.83,9.37,5.79,9.26,3,8.404802744425389,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,8,RING,LL,0,5.9,18.64,5.78,18.54,3,1.5254237288135568,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,16,RING,LL,0,5.97,36.89,6.18,36.53,3,27.470686767169187,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,24,RING,LL,0,6.14,53.5,6.13,52.89,3,0.977198697068412,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,32,RING,LL,0,6.43,71.56,6.25,70.68,3,8.553654743390355,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,40,RING,LL,0,6.43,85.32,6.39,83.22,3,5.132192846034216,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,48,RING,LL,0,6.51,99.99,6.58,98.47,3,1.3824884792626706,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,LL,56,RING,LL,0,6.66,111.9,6.75,110.03,3,9.15915915915915,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,1,RING,SIMPLE,0,6.29,12.36,6.24,12.17,3,10.651828298887121,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,2,RING,SIMPLE,0,5.62,22.41,5.65,22.34,3,14.590747330960843,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,4,RING,SIMPLE,0,5.66,43.0,5.7,42.03,3,11.130742049469978,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,8,RING,SIMPLE,0,5.91,79.23,5.8,77.91,3,5.414551607445013,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,16,RING,SIMPLE,0,5.99,140.9,5.94,138.14,3,1.335559265442405,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,24,RING,SIMPLE,0,6.03,183.39,6.16,179.38,3,4.477611940298515,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,32,RING,SIMPLE,0,6.33,217.19,6.44,211.9,3,19.115323854660346,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,40,RING,SIMPLE,0,6.26,239.78,6.29,235.57,3,10.38338658146964,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,48,RING,SIMPLE,0,6.49,244.27,6.42,239.77,3,10.323574730354391,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,56,RING,SIMPLE,0,6.63,263.04,6.8,258.72,3,11.4630467571644,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,RING,SIMPLE,56,,,0,6.67,262.74,6.75,258.38,3,19.640179910044985,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,1,TREE,LL,0,5.67,2.39,5.76,2.36,3,16.225749559082892,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,2,TREE,LL,0,5.85,4.54,5.75,4.47,3,2.2222222222222205,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,4,TREE,LL,0,5.82,8.35,5.86,8.45,3,1.8900343642611586,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,8,TREE,LL,0,5.91,16.5,5.79,16.68,3,12.690355329949238,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,16,TREE,LL,0,6.1,32.51,6.1,32.76,3,3.4426229508196715,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,24,TREE,LL,0,6.2,47.71,6.32,47.75,3,15.322580645161294,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,32,TREE,LL,0,6.47,61.84,6.69,62.18,3,3.4003091190108288,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,40,TREE,LL,0,6.84,75.08,6.86,75.42,3,11.549707602339183,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,48,TREE,LL,0,6.89,87.92,6.97,88.39,3,3.6284470246734397,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,16777216,TREE,LL,56,TREE,LL,0,6.43,99.69,6.53,100.25,3,9.9533437013997,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,1,RING,LL,0,5.9,2.86,11.48,2.83,3,3.8983050847457545,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,2,RING,LL,0,5.98,4.95,17.8,4.84,3,2.6755852842809387,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,4,RING,LL,0,6.06,9.29,9.95,9.17,3,11.881188118811894,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,8,RING,LL,0,6.1,18.73,17.53,18.41,3,3.2786885245901525,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,16,RING,LL,0,6.15,36.83,12.1,36.48,3,42.11382113821138,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,24,RING,LL,0,6.25,54.25,11.21,53.36,3,2.8799999999999955,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,32,RING,LL,0,6.38,72.0,15.89,70.69,3,9.561128526645774,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,40,RING,LL,0,6.51,86.84,15.41,85.6,3,4.1474654377880125,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,48,RING,LL,0,6.58,102.77,14.02,101.62,3,1.2158054711246211,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,LL,56,RING,LL,0,7.44,117.97,11.51,115.66,3,9.81182795698924,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,1,RING,SIMPLE,0,6.32,12.35,18.74,12.22,3,8.70253164556963,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,2,RING,SIMPLE,0,5.75,22.51,17.52,22.51,3,11.82608695652175,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,4,RING,SIMPLE,0,5.83,43.1,17.35,42.63,3,34.64837049742711,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,8,RING,SIMPLE,0,5.9,84.77,18.19,84.0,3,5.254237288135601,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,16,RING,SIMPLE,0,6.04,158.84,19.42,156.07,3,3.3112582781456985,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,24,RING,SIMPLE,0,6.21,212.81,19.43,209.08,3,1.6103059581320394,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,32,RING,SIMPLE,0,6.34,251.35,19.65,248.5,3,1.7350157728706677,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,40,RING,SIMPLE,0,6.32,295.1,13.92,290.67,3,11.55063291139241,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,48,RING,SIMPLE,0,6.57,295.13,13.96,292.05,3,9.284627092846275,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,56,RING,SIMPLE,0,6.73,315.02,14.87,312.36,3,9.509658246656755,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,RING,SIMPLE,56,,,0,6.67,315.0,17.57,311.5,3,3.8980509745127407,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,1,TREE,LL,0,5.72,2.4,18.23,2.39,3,11.888111888111899,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,2,TREE,LL,0,5.87,4.57,21.05,4.52,3,2.896081771720612,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,4,TREE,LL,0,6.01,8.52,18.77,8.58,3,5.490848585690517,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,8,TREE,LL,0,5.93,16.51,15.95,16.8,3,13.322091062394605,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,16,TREE,LL,0,6.49,32.9,11.65,32.76,3,8.78274268104777,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,24,TREE,LL,0,6.29,48.35,18.47,48.49,3,13.195548489666137,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,32,TREE,LL,0,6.57,63.3,15.35,63.16,3,3.3485540334855366,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,40,TREE,LL,0,7.07,77.48,12.34,77.85,3,14.427157001414434,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,48,TREE,LL,0,7.0,91.21,19.94,91.59,3,2.571428571428567,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,33554432,TREE,LL,56,TREE,LL,0,7.21,104.2,16.52,104.43,3,12.066574202496534,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,1,RING,LL,0,5.96,2.54,17.4,2.54,3,2.0134228187919483,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,2,RING,LL,0,6.09,5.05,20.16,5.02,3,4.5977011494252915,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,4,RING,LL,0,6.3,10.11,18.38,10.13,3,5.873015873015875,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,8,RING,LL,0,6.33,20.27,22.44,20.15,3,4.423380726698266,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,16,RING,LL,0,7.08,39.05,17.88,39.03,3,25.564971751412436,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,24,RING,LL,0,7.48,57.98,20.7,57.51,3,1.7379679144385012,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,32,RING,LL,0,8.11,77.13,17.02,77.07,3,10.604192355117144,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,40,RING,LL,0,8.7,93.8,20.18,94.24,3,2.1839080459770264,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,48,RING,LL,0,9.12,112.94,16.71,112.31,3,3.7280701754385954,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,LL,56,RING,LL,0,9.78,128.73,22.98,128.14,3,4.8057259713701495,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,1,RING,SIMPLE,0,6.57,11.82,14.67,11.81,3,4.414003044140031,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,2,RING,SIMPLE,0,5.86,23.65,14.24,23.58,3,12.969283276450508,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,4,RING,SIMPLE,0,6.1,46.68,11.63,46.49,3,29.836065573770497,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,8,RING,SIMPLE,0,6.35,90.21,10.85,89.9,3,4.5669291338582685,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,16,RING,SIMPLE,0,6.85,169.83,17.58,168.57,3,1.459854014598535,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,24,RING,SIMPLE,0,7.48,236.88,21.01,236.75,3,2.4064171122994615,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,32,RING,SIMPLE,0,7.96,294.27,19.88,292.99,3,1.758793969849242,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,40,RING,SIMPLE,0,8.45,329.6,22.71,328.28,3,15.147928994082834,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,48,RING,SIMPLE,0,9.04,343.02,14.75,340.76,3,15.597345132743365,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,56,RING,SIMPLE,0,9.59,351.86,21.59,351.32,3,8.654848800834202,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,RING,SIMPLE,56,,,0,9.71,351.55,23.64,350.65,3,2.0597322348094855,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,1,TREE,LL,0,5.89,2.41,14.77,2.39,3,15.789473684210522,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,2,TREE,LL,0,5.99,4.6,18.87,4.52,3,5.175292153589309,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,4,TREE,LL,0,5.99,8.59,18.18,8.65,3,4.841402337228715,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,8,TREE,LL,0,5.94,16.55,15.73,16.71,3,13.131313131313135,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,16,TREE,LL,0,6.21,33.14,19.23,32.91,3,11.111111111111118,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,24,TREE,LL,0,6.48,48.79,21.14,48.66,3,71.75925925925924,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,32,TREE,LL,0,6.73,63.68,14.57,63.72,3,1.9316493313521528,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,40,TREE,LL,0,7.03,78.76,18.24,78.34,3,7.681365576102419,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,48,TREE,LL,0,7.12,92.98,19.66,92.91,3,0.9831460674157343,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,67108864,TREE,LL,56,TREE,LL,0,6.52,106.03,19.22,106.13,3,12.576687116564422,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,1,RING,LL,0,18.2,2.54,5.98,2.54,3,51.42857142857142,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,2,RING,LL,0,18.71,5.05,5.96,4.96,3,62.800641368252265,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,4,RING,LL,0,19.98,10.03,6.17,10.06,3,12.662662662662669,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,8,RING,LL,0,15.48,20.12,6.16,20.01,3,90.69767441860466,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,16,RING,LL,0,16.65,38.48,6.67,38.48,3,30.270270270270267,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,24,RING,LL,0,18.72,57.63,7.25,57.3,3,17.147435897435884,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,32,RING,LL,0,16.59,76.59,7.81,76.5,3,30.319469559975886,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,40,RING,LL,0,21.23,94.42,8.49,94.8,3,42.816768723504474,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,48,RING,LL,0,16.28,113.11,8.84,112.8,3,44.840294840294845,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,LL,56,RING,LL,0,14.96,130.45,9.72,129.45,3,50.86898395721925,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,1,RING,SIMPLE,0,19.94,11.76,6.12,11.74,3,41.07321965897693,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,2,RING,SIMPLE,0,10.43,23.54,5.69,23.53,3,124.54458293384467,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,4,RING,SIMPLE,0,7.16,46.38,5.98,46.4,3,68.43575418994415,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,8,RING,SIMPLE,0,7.82,92.41,6.18,92.52,3,91.68797953964194,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,16,RING,SIMPLE,0,11.32,176.5,6.74,176.19,3,109.89399293286219,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,24,RING,SIMPLE,0,11.79,250.41,7.32,250.24,3,19.76251060220526,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,32,RING,SIMPLE,0,16.81,315.16,7.8,315.03,3,77.87031528851875,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,40,RING,SIMPLE,0,18.38,352.24,8.44,351.41,3,18.66158868335148,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,48,RING,SIMPLE,0,10.26,369.12,8.83,369.11,3,12.57309941520469,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,56,RING,SIMPLE,0,19.12,377.84,9.44,377.65,3,69.50836820083681,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,RING,SIMPLE,56,,,0,13.25,377.1,9.48,376.7,3,45.96226415094341,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,1,TREE,LL,0,16.46,2.41,6.04,2.4,3,16.160388821385176,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,2,TREE,LL,0,18.43,4.62,5.88,4.55,3,89.09386869234945,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,4,TREE,LL,0,18.88,8.57,5.88,8.7,3,62.07627118644068,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,8,TREE,LL,0,17.24,16.66,5.94,16.72,3,74.47795823665894,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,16,TREE,LL,0,11.62,33.16,6.14,32.88,3,60.8433734939759,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,24,TREE,LL,0,14.91,48.9,6.16,48.77,3,37.82696177062375,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,32,TREE,LL,0,13.64,64.18,6.5,63.93,3,49.266862170087975,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,40,TREE,LL,0,20.04,79.29,6.83,79.21,3,57.58483033932137,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,48,TREE,LL,0,10.72,94.01,6.9,94.05,3,15.951492537313422,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,134217728,TREE,LL,56,TREE,LL,0,7.55,107.6,6.34,107.69,3,190.9933774834437,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,268435456,RING,LL,1,RING,LL,0,25.61,2.54,6.31,2.53,3,12.963686060132762,1024,float,sum,0.09,0.08,0,0
all_reduce_perf,1,8,268435456,RING,LL,2,RING,LL,0,20.91,4.98,6.15,4.96,3,11.334289813486357,1024,float,sum,0.09,0.08,0,0
